Sample_ID,Alloy_Type,Powder_Size_um,Powder_Morphology,Oxygen_Content_percent,Laser_Power_W,Scan_Speed_mm_s,Hatch_Spacing_mm,Layer_Thickness_um,Scan_Strategy,Preheat_Temp_C,Shielding_Gas_Flow_L_min,Melt_Pool_Width_um,Melt_Pool_Depth_um,Melt_Pool_Temp_C,Cooling_Rate_K_s,Energy_Density_J_mm3,Thermal_Gradient,Relative_Density_percent,Porosity_percent,Microhardness_HV,Surface_Roughness_Ra,Tensile_Strength_MPa,Yield_Strength_MPa,Elongation_percent,Defect_Count,Quality_Class
1854,Ti-6Al-4V,59.16,Spherical,0.074,226.16,1468.47,0.126,47.79,Stripe,233.11,27.61,94.52,103.28,1865.67,3751.31,90.66,34.52,98.72,1.86,358.64,7.63,1008.81,919.2,7.15,8,Good
1855,Near-Beta Ti,35.45,Spherical,0.141,263.63,870.92,0.117,54.9,Island,152.21,16.31,249.3,56.77,1551.0,7740.07,71.03,95.37,98.4,0.52,361.61,12.22,1014.35,1052.99,12.79,3,Excellent
1856,Ti-5553,30.69,Irregular,0.077,173.51,1196.46,0.145,46.76,Chessboard,237.66,28.63,133.3,143.54,1939.95,3478.69,66.29,94.91,95.97,2.14,401.26,10.72,1205.84,910.54,8.81,10,Poor
1857,Near-Beta Ti,36.86,Irregular,0.155,220.52,1149.81,0.091,24.84,Chessboard,246.48,12.61,241.12,63.24,2165.7,7120.48,87.23,40.46,98.29,2.01,442.78,8.23,947.37,815.85,10.57,14,Excellent
1858,Ti-6Al-4V,23.78,Irregular,0.197,308.17,647.88,0.088,40.28,Chessboard,110.42,15.89,160.66,109.62,1684.68,2962.83,57.48,65.26,97.43,4.76,439.4,9.79,1159.64,812.85,7.44,2,Excellent
1859,Ti-6Al-4V,25.03,Irregular,0.161,204.6,1601.33,0.103,49.7,Stripe,207.19,22.88,237.17,131.44,1989.57,6704.79,98.32,44.95,98.89,2.42,411.99,9.35,1183.54,713.08,9.27,10,Good
1860,Near-Beta Ti,36.58,Spherical,0.099,311.88,1052.86,0.138,53.67,Island,257.71,13.41,154.8,105.55,2129.06,5108.44,90.7,75.34,97.27,3.33,328.86,5.01,1002.05,708.82,16.25,12,Moderate
1861,Near-Beta Ti,50.5,Spherical,0.121,380.76,687.23,0.082,27.25,Stripe,91.08,29.78,218.5,112.11,2074.92,2407.85,72.52,81.37,97.49,4.41,400.4,4.61,1129.94,880.47,9.59,12,Excellent
1862,Ti-6Al-4V,56.01,Spherical,0.178,151.24,1149.48,0.097,28.94,Chessboard,191.73,14.45,207.69,85.03,1467.15,6344.4,62.82,25.0,97.08,4.43,422.92,10.42,1028.35,885.7,15.54,14,Moderate
1863,Ti-5553,46.59,Irregular,0.168,346.44,793.78,0.11,54.49,Island,264.76,14.91,240.97,51.2,1941.91,1103.25,68.78,56.85,99.92,3.13,448.0,6.66,998.19,986.95,6.56,7,Poor
1864,Ti-5553,24.21,Spherical,0.077,310.33,1445.3,0.13,39.42,Island,289.61,19.49,188.37,54.45,1642.05,7210.7,64.91,41.15,97.97,2.65,382.22,2.61,959.75,1091.91,8.3,10,Moderate
1865,Near-Beta Ti,46.88,Irregular,0.219,161.66,1286.13,0.101,38.1,Stripe,224.32,25.57,118.6,117.24,2122.3,9505.7,68.91,93.27,99.56,1.67,388.32,11.85,1169.56,742.15,12.91,5,Excellent
1866,Ti-5553,45.42,Irregular,0.145,347.54,924.14,0.111,39.76,Chessboard,152.12,12.41,172.12,127.7,1536.6,9064.74,41.27,27.72,99.36,2.32,447.6,5.65,997.43,700.83,6.24,0,Poor
1867,Ti-6Al-4V,52.23,Irregular,0.082,206.13,1740.57,0.104,26.93,Stripe,213.07,23.35,104.8,132.65,1577.96,9777.59,67.23,95.18,98.76,0.46,426.9,13.23,1051.44,725.31,10.42,14,Excellent
1868,Near-Beta Ti,53.01,Spherical,0.075,216.46,950.09,0.086,45.11,Stripe,86.02,11.99,136.93,79.9,1793.52,4944.01,83.27,47.73,97.52,0.91,310.72,2.8,1106.92,850.85,14.77,8,Moderate
1869,Ti-6Al-4V,54.73,Irregular,0.243,173.38,1266.0,0.132,52.32,Chessboard,180.29,11.89,214.16,146.57,1664.42,8465.5,78.59,88.62,97.69,1.93,444.63,9.06,1158.19,1020.65,6.7,9,Excellent
1870,Ti-6Al-4V,36.57,Spherical,0.106,283.59,1561.88,0.112,53.48,Chessboard,240.01,10.83,82.37,110.58,1687.54,2274.93,51.3,51.79,99.67,0.21,336.85,4.47,854.69,798.15,5.08,4,Good
1871,Ti-5553,47.91,Irregular,0.232,274.56,1216.67,0.137,21.22,Stripe,87.97,20.89,185.55,56.89,1739.58,1153.19,115.76,65.25,96.15,3.61,427.85,7.55,1095.92,756.45,15.81,12,Moderate
1872,Near-Beta Ti,30.73,Spherical,0.132,236.79,1753.03,0.129,48.61,Island,212.71,18.72,197.81,47.41,1515.0,2427.97,54.75,98.93,98.92,2.98,358.51,6.86,1056.72,703.28,6.76,0,Poor
1873,Near-Beta Ti,59.97,Irregular,0.127,192.19,1612.63,0.084,23.65,Chessboard,209.43,16.15,232.96,99.94,1476.74,4991.14,86.23,75.85,96.49,4.29,322.89,8.03,1199.43,937.85,13.05,5,Excellent
1874,Ti-5553,27.01,Spherical,0.19,359.49,1705.22,0.115,58.67,Chessboard,121.73,20.54,208.6,121.52,1554.34,2464.49,69.71,27.53,95.29,0.92,428.5,9.74,948.66,897.92,13.15,12,Moderate
1875,Ti-6Al-4V,20.4,Irregular,0.052,369.09,1047.24,0.149,39.29,Chessboard,205.23,20.04,148.48,41.99,1827.25,5087.67,93.87,33.7,96.97,4.67,303.69,7.99,1200.46,973.57,15.93,7,Good
1876,Ti-6Al-4V,25.95,Spherical,0.118,285.14,1258.03,0.102,51.02,Chessboard,170.08,19.48,210.15,42.48,1721.06,3121.69,74.86,51.68,97.61,4.52,387.53,10.5,1175.8,960.81,10.9,2,Good
1877,Ti-6Al-4V,51.03,Irregular,0.111,211.06,1608.2,0.115,44.87,Island,185.34,13.45,186.33,103.61,1931.18,2945.48,43.28,62.74,95.66,2.73,335.05,4.82,1218.61,966.63,9.68,10,Good
1878,Ti-6Al-4V,37.87,Irregular,0.224,174.03,1684.2,0.126,58.08,Island,151.59,27.94,179.75,148.89,1954.48,9275.44,90.7,15.5,98.74,1.9,326.33,7.92,889.49,959.66,17.66,1,Good
1879,Near-Beta Ti,37.9,Irregular,0.156,367.14,1733.24,0.094,58.95,Stripe,258.28,22.4,92.54,121.13,1904.35,5681.59,114.05,13.92,98.71,4.34,381.81,2.81,1239.14,777.4,5.58,6,Excellent
1880,Near-Beta Ti,58.2,Spherical,0.123,174.01,1654.98,0.129,31.16,Stripe,160.44,12.55,171.75,56.67,1581.8,7071.13,109.56,51.17,98.65,4.71,436.98,8.84,1021.97,868.08,13.32,5,Good
1881,Ti-5553,56.79,Irregular,0.103,153.3,1476.91,0.126,39.31,Chessboard,253.98,15.11,227.41,49.59,1897.86,4588.96,66.26,57.12,96.6,0.89,444.69,7.47,1047.72,779.58,14.13,12,Poor
1882,Ti-5553,32.45,Irregular,0.168,267.35,629.06,0.106,40.17,Stripe,96.85,25.29,154.26,129.58,1850.37,2486.02,66.01,17.18,97.49,2.93,321.6,10.46,909.12,1055.56,6.39,5,Excellent
1883,Near-Beta Ti,28.36,Irregular,0.08,332.82,977.94,0.1,27.11,Island,141.29,25.53,199.71,129.08,1910.08,7427.92,87.01,52.79,95.87,2.57,413.24,4.41,1226.92,933.72,8.55,14,Poor
1884,Near-Beta Ti,53.94,Spherical,0.099,264.38,754.72,0.144,56.16,Chessboard,168.59,24.51,233.64,90.25,1599.28,4992.01,55.73,80.25,97.19,2.73,403.23,5.46,907.85,1012.82,7.1,5,Excellent
1885,Ti-6Al-4V,56.24,Irregular,0.109,162.85,785.71,0.089,33.98,Chessboard,169.01,25.81,170.81,43.93,2190.8,8572.64,90.22,59.42,99.78,0.44,359.77,10.91,1074.27,809.42,9.43,13,Excellent
1886,Ti-6Al-4V,41.66,Irregular,0.172,322.51,949.09,0.11,23.5,Chessboard,177.08,21.96,94.98,124.29,2189.83,1735.24,104.09,53.0,96.51,1.97,314.57,6.56,904.93,1030.95,17.41,2,Good
1887,Ti-5553,45.18,Spherical,0.125,310.58,689.69,0.134,26.18,Stripe,223.53,15.78,89.22,85.31,2103.03,4452.08,56.28,16.43,95.24,0.83,377.79,13.65,999.84,759.05,10.92,5,Poor
1888,Near-Beta Ti,30.28,Irregular,0.151,320.38,891.64,0.09,40.53,Chessboard,206.29,17.15,215.61,129.8,1590.59,2451.34,116.63,98.25,96.56,4.37,417.46,4.08,1232.36,701.24,12.63,10,Moderate
1889,Ti-5553,52.03,Spherical,0.18,202.8,1748.37,0.145,55.27,Chessboard,194.63,20.19,85.56,55.85,2002.14,7247.0,80.26,58.71,99.18,2.32,300.91,11.15,813.51,1093.75,14.73,12,Good
1890,Near-Beta Ti,45.28,Irregular,0.241,348.92,974.33,0.117,45.13,Island,264.29,14.92,249.82,90.96,1500.43,4036.44,57.42,50.45,99.53,4.2,356.67,3.85,1088.23,715.81,8.88,0,Moderate
1891,Ti-6Al-4V,40.14,Spherical,0.203,269.79,791.66,0.115,28.59,Chessboard,123.16,27.07,101.68,97.9,2133.56,4746.5,45.35,16.64,95.05,1.17,310.89,6.61,1199.83,816.24,15.58,14,Moderate
1892,Ti-5553,22.4,Spherical,0.131,284.09,1461.96,0.11,31.87,Stripe,269.25,24.94,211.77,80.66,1579.22,4145.53,62.92,76.3,97.4,4.34,308.41,3.67,966.43,794.66,17.94,7,Excellent
1893,Ti-5553,56.64,Spherical,0.2,286.46,1594.21,0.141,59.04,Chessboard,258.51,29.6,227.51,148.89,1752.81,8566.64,77.88,34.81,99.74,0.78,334.54,8.18,1126.03,804.18,12.04,7,Excellent
1894,Near-Beta Ti,44.62,Irregular,0.24,221.7,976.85,0.146,22.11,Stripe,123.05,18.31,132.09,123.92,1914.88,6072.36,78.28,17.22,95.63,0.86,433.13,10.95,934.31,789.09,13.22,3,Poor
1895,Ti-6Al-4V,27.71,Irregular,0.15,212.53,934.2,0.107,59.77,Island,217.29,27.42,172.08,131.32,1693.03,7376.78,56.36,74.8,95.31,4.94,365.88,4.87,1247.44,748.8,8.82,1,Excellent
1896,Ti-5553,44.26,Spherical,0.132,151.19,890.11,0.118,56.23,Island,129.12,25.58,241.9,66.52,1590.9,7668.66,60.66,53.26,98.79,0.24,409.2,14.9,932.16,1009.03,6.93,11,Good
1897,Ti-6Al-4V,47.1,Irregular,0.066,249.15,1071.91,0.102,47.14,Chessboard,287.42,26.64,242.38,82.31,2034.29,7365.35,94.26,15.07,98.2,0.25,443.73,5.84,1109.2,1001.56,13.06,3,Excellent
1898,Ti-5553,41.03,Irregular,0.228,271.28,704.68,0.106,57.73,Island,188.45,23.76,238.12,52.19,2050.01,9500.92,101.99,86.47,98.61,0.62,300.79,10.35,879.14,987.89,8.13,11,Good
1899,Ti-6Al-4V,48.72,Spherical,0.099,335.7,1402.96,0.082,26.1,Chessboard,124.82,16.98,126.73,149.81,1781.79,6870.91,48.62,50.26,96.36,1.03,419.69,6.29,880.77,960.86,10.79,6,Good
1900,Near-Beta Ti,43.26,Spherical,0.063,166.66,1586.67,0.135,57.7,Island,219.94,14.88,90.12,68.34,1639.14,6840.09,93.27,22.95,97.02,0.44,318.47,5.78,1257.32,895.8,11.48,13,Good
1901,Ti-5553,57.91,Spherical,0.157,381.0,1396.42,0.148,28.5,Island,235.59,15.45,97.47,51.06,1967.55,8284.81,113.31,40.48,97.87,4.76,308.24,5.29,831.13,933.78,5.18,10,Poor
1902,Ti-5553,22.15,Spherical,0.219,215.99,1105.44,0.134,41.85,Stripe,213.09,21.34,104.12,62.57,2120.0,1147.32,42.82,12.59,98.81,1.58,398.91,7.91,885.49,712.33,10.22,5,Good
1903,Ti-6Al-4V,24.25,Irregular,0.131,241.68,946.75,0.116,39.55,Stripe,133.17,27.59,194.19,102.87,2043.02,1524.43,89.05,98.21,96.59,4.83,406.84,13.98,1210.09,891.1,10.04,4,Good
1904,Ti-6Al-4V,26.95,Irregular,0.207,162.09,1091.34,0.138,40.5,Chessboard,241.75,18.98,216.41,76.92,1849.03,3235.37,86.61,77.48,97.03,4.39,407.46,7.72,960.75,1040.99,7.72,5,Excellent
1905,Ti-5553,47.61,Irregular,0.217,313.28,1108.6,0.14,30.7,Chessboard,284.5,21.98,88.56,58.04,1447.74,2634.03,58.86,14.4,97.68,3.85,338.89,11.58,1146.1,784.39,5.42,9,Excellent
1906,Near-Beta Ti,45.82,Irregular,0.141,327.23,1399.22,0.118,51.23,Stripe,289.47,24.68,231.37,91.52,2135.34,2378.95,105.98,31.63,95.03,0.23,322.92,7.4,1014.49,983.16,6.87,14,Moderate
1907,Ti-6Al-4V,55.68,Irregular,0.168,382.2,1713.67,0.146,49.7,Island,229.49,27.11,207.04,113.75,2126.84,5973.1,40.52,52.87,99.23,3.66,318.61,10.59,1010.47,738.04,15.96,0,Moderate
1908,Ti-6Al-4V,49.32,Irregular,0.157,234.21,684.7,0.082,58.16,Chessboard,264.85,22.97,170.15,113.13,1604.91,2764.22,114.33,74.53,98.12,1.95,340.91,5.33,952.78,730.93,7.06,1,Excellent
1909,Ti-6Al-4V,40.33,Spherical,0.238,214.34,1744.02,0.081,40.28,Island,295.3,22.59,248.29,41.62,1949.27,9698.72,87.85,67.15,95.41,4.39,361.75,13.75,1143.17,995.62,15.09,11,Poor
1910,Ti-5553,59.67,Irregular,0.195,331.52,1692.24,0.086,41.92,Stripe,89.54,29.75,125.08,123.1,1698.94,2654.78,79.28,49.71,96.77,2.81,435.18,14.64,872.3,823.09,7.45,14,Good
1911,Ti-5553,30.64,Irregular,0.235,326.7,741.28,0.084,56.13,Island,184.94,27.25,117.06,66.53,1576.04,2498.72,99.21,59.2,95.9,1.24,445.3,10.5,1008.82,833.24,11.95,9,Excellent
1912,Ti-5553,53.33,Irregular,0.094,384.28,820.3,0.11,56.78,Island,144.11,24.67,136.92,141.44,1408.57,6157.53,115.38,13.88,95.2,3.07,304.83,3.41,1129.75,920.74,12.61,12,Moderate
1913,Ti-5553,37.07,Spherical,0.112,201.33,973.91,0.146,45.98,Chessboard,184.45,26.64,169.51,55.23,1692.11,2630.59,105.75,99.91,96.56,2.7,303.06,3.77,1268.56,1010.71,14.41,10,Good
1914,Near-Beta Ti,45.95,Spherical,0.064,326.32,1271.6,0.127,52.82,Island,281.72,30.0,145.76,83.94,1568.83,6987.35,85.42,88.03,99.37,3.49,387.51,10.27,866.06,1076.14,6.24,8,Good
1915,Near-Beta Ti,49.09,Irregular,0.15,166.72,761.37,0.126,40.21,Stripe,296.34,20.11,221.02,74.34,1418.96,8725.92,50.08,39.05,95.34,1.34,369.7,2.47,860.01,802.46,12.91,0,Moderate
1916,Ti-5553,45.35,Spherical,0.225,270.09,840.4,0.107,35.53,Island,279.08,24.11,232.06,94.05,1821.35,4922.01,70.45,19.7,99.39,4.95,376.16,3.78,1163.41,904.74,13.47,6,Good
1917,Near-Beta Ti,25.62,Spherical,0.115,179.85,1683.21,0.117,54.56,Stripe,123.37,26.27,244.33,74.49,1586.01,4148.84,109.85,66.57,96.09,3.38,446.59,9.4,863.69,890.83,17.22,13,Poor
1918,Ti-6Al-4V,37.72,Irregular,0.076,313.29,731.16,0.101,51.09,Stripe,256.63,18.88,219.1,124.84,1871.01,7206.21,108.1,92.48,99.78,1.99,408.48,13.0,1142.25,826.07,9.54,7,Moderate
1919,Ti-6Al-4V,42.46,Irregular,0.064,300.37,1078.65,0.116,29.7,Chessboard,259.88,29.1,183.38,82.02,1734.6,8250.94,73.58,71.63,96.1,2.99,322.95,5.34,830.75,1013.45,13.11,2,Good
1920,Ti-6Al-4V,53.96,Irregular,0.14,162.21,1515.6,0.132,21.91,Stripe,207.46,17.64,184.31,78.51,1673.06,3725.71,77.85,16.13,99.28,2.1,447.85,10.1,947.24,871.2,15.25,1,Good
1921,Ti-5553,37.75,Spherical,0.083,229.9,1666.3,0.119,42.62,Stripe,237.28,14.86,111.7,146.84,1700.79,8303.46,94.74,44.15,99.59,4.34,375.68,6.17,1111.37,878.7,15.78,4,Good
1922,Ti-6Al-4V,56.75,Spherical,0.119,248.76,1003.25,0.109,53.66,Chessboard,279.18,23.54,124.75,84.38,1859.12,7900.43,75.15,74.67,99.61,4.71,385.56,8.24,1143.27,711.37,8.91,13,Good
1923,Near-Beta Ti,37.61,Irregular,0.214,212.02,797.33,0.139,29.89,Chessboard,298.72,11.61,249.53,54.3,2067.19,5345.99,47.16,31.79,95.62,4.55,446.94,2.41,1210.98,907.27,9.35,4,Moderate
1924,Ti-5553,41.95,Spherical,0.127,159.67,1484.41,0.1,50.7,Chessboard,88.82,12.53,124.42,69.48,1935.46,5122.11,98.36,67.86,98.36,2.2,315.22,12.94,1224.42,1038.07,15.26,7,Excellent
1925,Near-Beta Ti,51.85,Spherical,0.172,229.71,1527.07,0.114,36.56,Stripe,136.58,29.41,159.37,119.58,1488.45,1941.87,92.0,62.58,99.12,1.17,312.92,14.42,825.96,816.17,12.58,2,Excellent
1926,Ti-6Al-4V,43.32,Spherical,0.15,348.16,1776.04,0.148,33.43,Chessboard,285.61,15.63,145.5,68.8,1853.6,1789.1,55.89,18.67,98.68,3.07,324.57,6.19,815.74,1078.82,6.18,13,Excellent
1927,Ti-6Al-4V,58.41,Irregular,0.194,240.03,767.45,0.148,26.91,Stripe,152.41,10.66,197.0,114.85,2015.13,7730.94,104.22,76.36,97.37,2.86,332.51,12.91,806.52,919.88,8.76,6,Good
1928,Ti-6Al-4V,46.41,Irregular,0.081,230.84,1451.31,0.08,57.37,Stripe,103.43,19.49,137.03,140.63,1648.85,6265.33,105.32,49.37,99.71,0.41,377.32,3.39,1169.63,882.51,13.53,7,Poor
1929,Ti-5553,40.91,Irregular,0.234,385.44,1100.75,0.117,29.03,Stripe,148.92,27.35,196.1,81.15,1902.43,5402.34,59.76,24.47,95.9,4.27,363.05,14.34,1294.98,902.62,10.02,10,Poor
1930,Near-Beta Ti,20.94,Irregular,0.179,160.41,1697.56,0.104,31.17,Chessboard,194.07,16.67,243.34,61.19,1400.36,1414.14,51.31,93.42,99.39,0.28,395.83,14.87,1190.12,825.72,13.22,7,Excellent
1931,Ti-5553,36.55,Irregular,0.104,341.82,1089.4,0.1,33.26,Stripe,164.94,18.39,122.91,118.85,2151.8,1502.94,55.7,77.09,96.21,0.27,370.37,2.24,857.07,978.04,17.74,14,Excellent
1932,Ti-5553,31.97,Spherical,0.075,270.77,1135.15,0.122,31.39,Stripe,253.43,13.14,143.02,88.16,1614.18,9287.33,79.46,75.12,97.25,3.7,401.97,3.83,1172.05,1015.08,16.42,1,Good
1933,Ti-6Al-4V,49.92,Spherical,0.08,386.12,752.16,0.111,26.52,Chessboard,214.43,16.92,138.17,45.08,2124.79,6947.74,65.55,50.23,97.31,4.72,336.32,8.93,1166.75,709.51,8.02,1,Good
1934,Ti-5553,28.33,Spherical,0.207,248.37,985.12,0.131,34.18,Chessboard,175.68,29.31,131.06,103.63,1573.32,4473.71,93.87,67.94,96.45,3.52,409.38,9.3,1215.14,1038.93,6.5,12,Good
1935,Ti-5553,28.21,Spherical,0.168,327.01,1081.01,0.082,38.87,Stripe,299.4,27.54,125.95,103.85,2116.98,7300.45,81.7,67.66,96.42,3.93,444.88,9.63,895.42,711.14,14.23,4,Excellent
1936,Ti-6Al-4V,27.58,Spherical,0.126,167.48,621.01,0.145,42.07,Stripe,274.91,24.8,187.11,114.99,1843.7,3321.56,93.69,22.33,96.87,4.59,305.94,2.99,1178.66,995.15,5.41,11,Moderate
1937,Ti-5553,25.02,Spherical,0.117,382.19,1125.09,0.12,26.26,Stripe,269.7,25.72,173.18,120.88,1545.99,4683.41,57.66,89.19,95.06,1.7,359.6,12.97,1055.86,957.91,9.81,11,Excellent
1938,Ti-6Al-4V,32.44,Irregular,0.221,236.14,1003.58,0.128,51.18,Chessboard,204.8,23.39,166.47,111.02,1655.35,5155.92,87.29,83.56,96.21,3.11,407.05,13.18,1001.05,964.48,7.24,8,Excellent
1939,Ti-6Al-4V,55.44,Irregular,0.225,281.0,1564.61,0.122,32.46,Chessboard,251.58,12.36,216.1,77.21,2063.96,1277.05,110.66,22.36,99.76,1.86,329.14,12.32,896.32,934.27,5.14,4,Excellent
1940,Ti-6Al-4V,51.0,Spherical,0.166,184.62,728.54,0.149,56.72,Island,153.89,12.35,104.91,131.89,2162.2,9934.76,86.69,39.05,98.6,3.96,340.48,11.41,1256.96,1089.29,15.29,7,Poor
1941,Ti-6Al-4V,49.41,Irregular,0.155,386.39,1512.25,0.149,33.18,Chessboard,152.57,20.74,108.85,142.88,2101.21,4434.94,95.11,16.21,97.22,4.0,443.18,2.27,1104.89,711.46,15.82,6,Excellent
1942,Ti-5553,51.89,Spherical,0.213,318.24,1456.81,0.123,54.52,Stripe,276.25,21.91,167.22,73.23,2097.19,9704.56,116.02,41.07,95.0,2.48,411.71,12.8,1257.58,998.04,7.94,3,Good
1943,Ti-6Al-4V,30.78,Spherical,0.2,163.49,890.14,0.128,34.1,Chessboard,211.3,29.44,140.13,71.0,1403.45,6830.72,110.92,75.69,98.54,3.86,442.08,2.1,977.84,854.74,11.0,0,Excellent
1944,Ti-6Al-4V,55.5,Irregular,0.13,188.8,699.93,0.123,40.23,Chessboard,155.59,19.02,109.54,96.43,1758.71,9362.54,58.0,10.32,97.46,2.01,448.51,4.23,954.35,927.06,13.33,1,Poor
1945,Ti-5553,25.49,Irregular,0.067,249.96,1610.2,0.102,34.89,Island,265.97,28.35,197.41,148.43,2069.63,1488.72,105.3,55.61,98.28,3.43,343.44,3.63,964.15,951.63,9.92,5,Moderate
1946,Ti-5553,33.45,Spherical,0.204,204.19,899.32,0.093,35.48,Island,177.36,29.81,164.33,57.97,1428.17,9647.09,118.4,88.05,96.97,1.63,427.66,11.32,1009.36,758.74,16.11,3,Good
1947,Near-Beta Ti,43.47,Irregular,0.084,226.16,774.67,0.108,44.74,Stripe,167.99,26.89,114.38,94.44,1955.27,4663.48,103.1,38.01,95.0,0.71,338.2,4.19,991.92,747.59,12.55,13,Moderate
1948,Ti-5553,24.12,Spherical,0.053,399.37,1030.84,0.128,47.72,Island,85.76,17.98,124.95,61.36,1800.88,2230.6,50.29,75.18,97.92,4.15,417.08,10.01,969.86,778.23,9.52,4,Poor
1949,Ti-5553,49.21,Spherical,0.219,314.66,1081.06,0.084,54.82,Stripe,229.38,25.07,202.92,85.09,2032.3,7040.51,89.62,14.92,98.94,0.26,419.45,3.78,832.34,809.92,15.62,6,Good
1950,Near-Beta Ti,35.49,Spherical,0.166,380.55,991.31,0.116,42.76,Stripe,197.18,20.91,135.67,81.68,1608.63,7863.53,92.22,60.15,96.08,2.45,445.24,10.91,1084.46,842.38,6.98,1,Excellent
1951,Ti-5553,51.38,Spherical,0.228,258.95,1771.78,0.109,28.67,Stripe,148.6,13.98,114.77,102.8,2105.75,6846.71,51.79,88.92,98.31,4.79,449.42,13.69,1239.45,731.68,6.43,5,Good
1952,Ti-5553,39.72,Spherical,0.147,327.57,1656.98,0.117,59.58,Stripe,110.65,12.59,244.15,43.81,1637.4,5860.64,84.41,46.71,96.76,0.1,395.54,12.04,851.01,862.55,17.45,12,Good
1953,Ti-5553,27.23,Irregular,0.235,264.92,1647.57,0.14,47.35,Island,120.13,11.4,94.97,128.8,2160.96,8347.51,113.85,66.05,99.17,4.68,410.32,5.81,1009.94,1068.6,14.39,9,Good
1954,Ti-5553,49.39,Spherical,0.121,232.06,1078.52,0.083,34.99,Stripe,129.47,16.53,104.98,118.03,1912.38,7174.94,63.63,67.07,97.19,0.54,422.01,11.4,1107.33,996.89,16.32,9,Moderate
1955,Near-Beta Ti,30.09,Irregular,0.195,279.79,1755.44,0.133,58.73,Stripe,270.34,23.78,201.94,149.98,1557.59,6566.87,104.59,75.87,95.31,2.91,425.08,14.93,1030.34,992.46,17.37,5,Good
1956,Ti-5553,39.63,Spherical,0.11,256.83,1420.82,0.127,58.34,Chessboard,185.74,28.28,152.37,68.13,2020.75,3851.65,91.48,30.56,97.65,2.25,376.56,10.71,1070.49,845.38,12.97,4,Excellent
1957,Ti-5553,23.02,Irregular,0.05,395.14,1598.39,0.094,23.18,Stripe,233.01,16.41,208.0,135.46,1827.83,8896.5,93.96,77.31,98.04,1.07,333.31,3.65,900.72,939.75,10.73,11,Excellent
1958,Near-Beta Ti,44.71,Spherical,0.126,274.04,1201.05,0.131,20.79,Chessboard,181.49,20.62,173.97,107.14,1726.29,7226.54,63.96,31.38,96.6,3.58,423.58,9.3,1271.07,809.35,17.71,13,Poor
1959,Ti-6Al-4V,46.63,Irregular,0.198,352.78,792.74,0.115,21.78,Island,184.22,19.38,86.84,65.41,1777.69,9095.39,100.56,63.81,95.39,1.54,393.35,7.38,957.19,854.39,12.82,1,Good
1960,Near-Beta Ti,35.15,Spherical,0.08,316.7,1664.26,0.114,47.41,Chessboard,260.87,12.18,196.31,72.53,1719.47,6455.18,90.94,24.41,98.77,3.76,399.23,4.51,949.75,851.83,17.81,6,Moderate
1961,Ti-6Al-4V,58.18,Spherical,0.151,269.91,1183.71,0.114,48.44,Island,249.65,25.21,216.98,42.24,1965.97,8198.69,81.93,76.26,97.7,2.03,361.56,4.37,1029.12,1010.38,8.27,0,Moderate
1962,Near-Beta Ti,54.97,Irregular,0.092,268.54,1762.27,0.146,48.96,Island,131.07,20.39,173.95,77.79,1607.08,8959.93,79.24,35.86,96.05,0.31,438.65,12.45,840.28,908.7,16.67,13,Poor
1963,Near-Beta Ti,48.32,Irregular,0.065,235.47,905.83,0.146,45.21,Chessboard,217.66,28.35,132.29,138.94,1809.66,5874.73,64.55,68.62,95.94,2.21,432.48,4.04,1290.22,858.72,11.02,9,Excellent
1964,Ti-5553,48.55,Irregular,0.173,176.75,1790.85,0.144,31.42,Island,229.64,26.71,82.64,48.28,2004.34,7435.5,56.17,24.06,97.73,3.3,321.59,14.36,1042.43,767.55,7.97,13,Good
1965,Ti-6Al-4V,30.1,Irregular,0.24,340.37,866.91,0.142,26.69,Island,169.06,15.57,234.14,142.09,1514.89,6188.45,101.37,30.8,96.55,0.7,327.93,14.16,1020.98,1068.13,15.01,3,Excellent
1966,Ti-5553,46.27,Irregular,0.112,379.52,1041.8,0.083,57.11,Island,95.03,16.25,200.19,81.76,1633.47,7485.53,55.96,83.55,98.46,4.14,370.77,13.59,1281.51,842.41,6.68,9,Good
1967,Ti-6Al-4V,27.93,Irregular,0.166,204.49,1312.82,0.108,56.53,Chessboard,161.71,20.74,87.62,121.5,1570.76,5705.74,53.39,18.37,96.74,3.05,397.82,4.39,1023.77,833.82,17.61,6,Poor
1968,Near-Beta Ti,25.76,Spherical,0.241,381.42,1431.99,0.143,29.7,Island,158.83,12.5,222.9,112.44,1857.53,8200.33,108.09,18.79,97.35,4.53,342.92,7.07,1215.5,845.86,17.8,4,Good
1969,Near-Beta Ti,59.98,Spherical,0.18,208.08,1464.34,0.133,26.72,Stripe,231.94,15.02,89.02,113.97,1729.65,8265.86,46.4,79.66,95.3,4.6,364.81,8.31,843.43,802.73,15.71,11,Excellent
1970,Ti-6Al-4V,44.9,Spherical,0.185,282.52,1171.5,0.112,35.01,Chessboard,258.09,26.42,200.95,100.32,1659.16,1418.61,52.27,21.1,97.3,4.83,324.19,11.16,884.95,1034.2,8.22,1,Excellent
1971,Ti-5553,37.24,Irregular,0.086,235.91,692.19,0.134,21.94,Stripe,167.12,13.06,197.99,91.07,1686.23,2832.77,47.28,90.55,95.05,2.21,346.65,5.6,1057.62,977.99,11.65,6,Good
